star,review
4.8,늘 이용합니다. 너무 좋아요~
5,화장실이 너무 깔끔해서 최고였어요ㅎ
5,조식도 주고 시성도 완벽해요
5,모두 다 좋았습니다.
5,침구가 깨끗해서 만족스럽습니다
5,갈수록 좋은곳이에요
5,방도 깨끗하고 시설도 좋았어요^^
4.5,모든면에서 만족했어요
5,너무좋앗고산뜻햇어요옹
5,깨끗하고 넓어서 좋아요
5,깨끗한 숙소였어요 욕조도 크고 만족스러웠어요
5,시설이 깨끗했습니다
5,폭신한이불이아니여서 아쉽
5,이불이 좀더 폭신하면 굿~~~
5,분위기도 좋고 침구도 좋습니다
5,깨끗하고 조식도 맛있고 다 좋았어요~
5,침구가 너무 깨끗해서 잘 잤어요
5,너무깨끗하고 조용해요
5,전체제으로 다좋아요
5,아주 좋았습니다 감사합니다
5,완전 좋아요 ~~~
5,완전 깔끔하고 고급스러운 느낌이 참 좋더라구요.
4.8,모든게 깨끗하고 좋았음
5,침구만 조금 더 깔끔해ㅛ으면 롼벽입니다.
5,다 좋은데 방이 좀 건조해요
4.8,전체적으로 괜찮았어요
5,괜찮았어요 다음에 또 이용 할 계획입니다.
4.5,조았어요 다만 역에서 쪼끔 멀어요
5,배달이 안되는건 정말 별로였어요
5,좋아요
5,좋았어요~~분위기가 좋았어요~
4.5,너무좋았고 따뜻했습니다
5,너무깨끗하고 좋았어요
4.5,깔끔하고 좋아요 조식도 과일이 나와서 좋았어요!
5,방도 좋고 전체적으로 시설 이용이 편했습니다.
4.5,좋았습니다 친절하고
5,나름 깨끗했어요..
4.5,위치가 좋았습니다
5,시설이나 접근성 모두 최고였어요!
4.5,잘 잤습니다. 추후에 또 방문할게요
4.8,저렴하게 이용했어용
4.8,방도깨끗하고 좋았습니다
5,가끔씩 방문하는곳입니다~언제나 만족하네요~감사합니다
5,편히잘쉬다가 갑니다ㅎ
5,깨끗하구 좋아요!!
4.5,월풀하는곳이생각보다커서좋았어요~~^^
5,깔끔하고 좋았어요 굿
5,너무 좋았습니다.쵝ㆍ!
4.5,3일있었는데 조용하고 깔끔하고 너무 좋았어요 !!
5,늘 이용하지만 깔끔하고 아늑합니다.
5,조ㅎ았어요 매우맹
5,언제나 만족합니다~~
5,따뜻하고 깨끗하고 좋아요
5,조아요 오늘도 묵어요
4.5,괜찮은데 흡연구역좀 따로 비치했으면 좋겠네요
5,너무 좋았어요 감사합니다
5,너무 좋았어요. 다음에도 꼭 머물고 싶네요.
4.5,깨끗하고 공기청정기가있어서 쾌적해요
4.8,가성비가 좋아요ㅎㅎㅅ
4.8,화장실이 커서 좋았어요~
5,깨끗합니다~ 잘잤어요
5,너무너무 청소상태가 맘에들어요.
4.5,굳굳 좋았습니다~~
5,침대가 좋습니다..
5,언제나 만족하는 호텔입니다
5,좋아여 가격대비 만족합니다
5,괜찮은 것 같아요 만족
4.8,깨끗하고 전체적으로 괜찮습니다
5,너무 깨끗하고좋아여
5,전체적으로 만족스럽습니다.^^
5,"너무 좋아서 호텔에만 잇엇습니다,,"
5,깨끗해서 좋어요!!
5,2번째 방문 모두 만족입니다
4.8,굉장히 만족합니다 좋네요
5,깨끗하고 좋아요~~
4.8,전체적으로 깨끗하고 쾌적한 느낌이였어요
1.8,비데에서 하수구 냄새가 진동해서 방에 들어가자말자 불쾌했어요. 청소도 머리카락있구요. 실망스러웠어요.
5,전체적으로 깨긋해요
5,깨끗하고좋앗네요 만족
4.8,친절하고 생각보다 조식 괜찮았습니다
4.8,전체적으로 다 좋았습니다
5,침대가 아주편안하고좋아요
4.5,내 좋아ㅛ어요어내멪
5,굿 좋았늡니다 강사
4.8,깨끗하고 너무좋았어요
5,조용하고 깨끗합니다
5,침구도깨끗하고 만족합니다
4.5,아침 식사 간단하지만 좋네요
4.8,"강남 코엑스 근처인점, 가성비 짱입니다."
5,좋아요 아침 무료여서 좋았어요
5,침구가 깨끗 가구도 깨끗
5,좋아용 ㅎㅎㅎㅎㅎㅎ
4.5,직원들 친절하고 방도 깨끗하고 좋습니다
4.5,좋았어요 위치도좋고ㅎ
5,가성비도 좋구 편리했어요
5,깨끗하고 좋은 호텔
4.5,깔끔하고 화장실과 욕조구도가 신선했어요
5,욕조에서 티비보기!
5,깨끗해서 좋았어요~^^
5,깔끔하고 방이 넓어서 좋았습니다
5,너무 깨끗하고 좋네요
5,가끔오지만 가성비예술..
5,침대 넓고 깨끗하고 어메니티도 좋았습니다
5,좋아요 깨끗하고ㅎㅎ
5,면도기는 별로였어요
5,조ㅎ았어요 너무나 시살도
4.8,편하고 깨끗해서 좋았습니다~~^^
1,최악이었어요 다시 안가고 싶어요 담배 냄새도 나고 조식은 차라리 없는게 낫겠네요 얘들과는 절대 가면 안되는 곳이에요
5,침구도 깨끗하고 조용했습니다.
5,가족목욕도할수있었고 깔끔하고 좋아습니다
5,깨끗해서 좋았어요!
5,"조용해서 좋아요 ,,"
5,깔끔하고 너무 좋았어용
5,깨끗했어요!!!!
5,침구류 깔끔하고 방분위기도 좋고 괜찮았어요
4.8,깔끔하고 좋았어요.
5,침구며 청결상태며 아주 좋았어요.
5,조용하고 아늑한 분위기를 느낄 수 있었습니다
5,자주는 못가지만 가끔 가도 깨끗하고 좋아요
4.5,가격도 합리적이고 깨끗하고 너무 좋습니다!
5,깨끗하고 친절해 좋았습니다
5,조용하고 잘쉬고갑니다.
5,전체적으로 굿 입니다.
4.8,전체적으로 깨끗해서 괜찮았음.
4.8,발렛서비스와 시설이 엄청 맘에들었습니다.
5,예술입니다.진짜후회없고 끝내줍니다.
5,좋습니다아주.......
4.5,침구가 좀더 푹신했으면 좋을듯
5,좋았어요 ㅋㅋㅋㅋㅋㅋ
4.5,가성비 좋습니다 위치좋구요
5,좋습니다. 굿입니다
5,늘 너무 좋게이용합니다
5,깨끗하고 친절하고 아주 좋았습니다
4.8,"시설, 청소 상태 다 좋았습니다."
5,침대가 너무 고급이라 잠이 잘 왔어요. 강추합니다.
5,잘 잤습니다. 감사합니다.
5,모텔급인것에 비해 깔끔하고 좋았어요
4.5,깨끗하고 조용하고 좋습니다
4.8,방도 깔끔하고 특히 화장실 인테리어가 이뻤습니다ㅎㅎ
5,청결하고 좋았습니다
4.8,방 시설이 좋았습니다~
5,너무 좋았습니다 깨긋하고
5,조식 좋아요^^ ㅎㅎ
5,깨끗하고 어메니티도 잘 구비되어서 편리하고 좋았습니다
4.5,조식좋네요 깔끔해요 화장실은 욕조가 왜 나와있는지..
5,좋았어요. 깔끔하고 편했음!
5,굳ㅡㅡㅡㅡㅡㅡㅡㅡㅡ
5,늘 친절해서 좋아요~
4.5,깔끔하고 좋습니다.
5,너무 깔끔하게 잘 지냈습니다
5,너무 좋게 잘 이용 하였습니다.
5,침구 깨끗해요
5,객실이 깨끗해서 좋았어요
5,룸컨디션도 좋고 모든면에서 만족합니다
5,깨끗하고 직원친절했어요
4.5,깔끔하고 괜찮았어욯ㅎ
4.8,좋아요ㅓ어어오오오
5,맘에들었습시다 ㅎㅎ
4.8,"침구 푹신, 깨끗한 화장실"
5,깔끔했어요 좋음요 ㅎ
4.8,7만원 가격에 시설도 비품도 깔끔하니 좋았습니다.
4.5,가격대비 좋아요~~
5,좋았어요~~~^^^^
5,깨끗하고 기분좋았던곳!
5,^^^^^^^ 조ㅎ아요
5,항상친절한 사장님
4.8,좀 어두웠던 거 빼곤 매우 만족입니다
4.8,좋았어용 또 갈게요
4.5,굿 잡이었어요....
5,시설에 비해 가격이 넘비싼듯..
5,8만원대에조식이라니 ㅎㄷ ㄷ 가성비 갑.
5,항상친절하신카파스
5,굳ㅡㅡㅡㅡㅡㅡㅡㅡㅡ
5,저ㅇ말 좋았어요!!
5,훌륭한 숙박이었어요^^
4.5,깨끗하고 좋았습니다.
5,가격대비 너무 좋은 방이었습니다
4.5,침실도 좋았고 청결했고 다 좋았습니다~
4.5,조식은 뭐 별루 없어요. 기대는 마세요
5,친절합니다.
5,아주 좋았습니다.!
5,좋은요 ㅋㅋㅋㅋㅋㅋㅋ
5,깨끗하고 친절하고 쾌적했어요.
5,인포가 정말친절합니다
4.5,전체적으로 만족스러웠습니다!
4.5,조식도 좋았어요 !
5,너무나도 친절했던 카운터 직원분!
4.5,굿 지금처럼만 어게인 방문
5,시설도깨끗하고좋아요
5,깨끗하고 좋았어요~
5,생각보다 깔끔해서 맘에들었음 굿굿
5,아주 아주 만족 조식서비스 굿
5,깨끗하고 좋습니다. 항상 애용하고 있어요.
5,직원분도 친절하구 방도 침구도 좋았어요
5,직원들이 친절해용ㅎ
5,서비스도 좋고 방도 깨끗
4.5,전체적으로 깔끔했어요 조식도좋구요
5,방도 깔끔하고 친절해서 좋았어요
5,주차장도 편하고 친절하셔요 굳!
5,깨끗하고 좋았습니다.
5,전반적으로 하자 없고 조식 짱 괜찮습니다 ㅋㅋ
5,에어컨... 냄새가 안조음...
5,깨끗하고 좋았습니다.
5,친절해서 너무 좋아요
4.8,편안하게 잘 쉬고 갑니다. 가격대비 좋네요
4.8,시설이 깨끗해서 좋았네요~^^
5,잘지냈습니다요요요요
5,청결히고 조용했어요
5,"시설, 서비스 모두만족 합니다"
5,조아염.......
5,전반적으로 깔끔하고 시설도 좋았어요.
5,위치도 좋고 시설도 좋았어요
5,친절하고 깨끗해서 좋아요
5,스윝B는짱입니다 여러분 10번가세여 끗ㅋㅋㅋ
5,전부다 좋았어요 하나같이
5,방도 청결하고 최고에요~~ 추천합니다
5,조ㅎ았어요!!!!!
5,조ㅎ았습니다!!!!
5,깨끗하고 조아요...
5,good!!!완전 좋았어요
5,저렴한 가격대비 좋은 시설 조식까지 추천합니다
4.8,사장님 너무너무 친철하구 좋아요
4.5,침구가깨끗하고 쾌적하였습니다
4.5,비가와서 좀 꿉꿉했어요~
5,모든게 좋았어요~^^
5,깨끗하고 조아연~~
4.5,깨끗하고 조명도 센스있고 너무 좋았어요~
5,너무너 좋았음 귯 임
5,조식이 괜찮아요
4.5,급하게 예약했는데 좋았어요
5,침구촉감을좋아합니다
5,아 베리굿~다음에 또갈게여 조식메뉴 더많이 해줘요
4.5,"다좋은디 너무어두워요 ,,"
5,너무 넓고 좋았어요
4.5,깨긋하고 편해서 좋았어요
5,깨끗하고 접근성 좋아서 만족스러웠어요
4.8,위치가 너무좋아요!
5,"굿뜨ㆍ, . ...."
4.5,깨끗하고 좋았어요.
4.5,전반적으로 만족합니다.
5,모든게 다 좋았음
5,깨끗해서 좋았어요
5,깨끗하고 좋았습니다.
4.5,좋아요 깨끗해요 만족
4.5,전반적으로 괜찮았습니다
5,침구가 너무 깨끗해서 잘잤어요
4.5,욕조가 너무 커서 놀랐어요. 사우나실인줄ㅎㅎ
5,gooooooooood
5,전반적으로 깨끗하구 직원분들도 친절하시네요
4.5,조식이 개판 ㅎ 식빵 음료 뿐 ㅎ
5,조용하고 접근성이 좋았습니다
5,침구도 깨끗하고 좋았어요
5,깨끗하고 좋아요~!
5,욕실도 너무 깨끗하고 침구류가 쾌적해서 좋았어요 ㅎㅎ
5,깨끗하고 좋음....
5,아주 좋았어요...
5,깨끗하고 좋았습니다.
5,욕조도편하고구조도좋아요 ㅣㅎ
5,깨끗해서 좋아요 감사합니다.
5,깨끗하고 좋아요.
5,구드ㅡㅡㅡ굳숟굳굳국
5,창문이 작아요 전체적으로 편했어요
4.8,깔끔하고 좋았습니다.
4.5,방이 크고 좋았어요 티비도 엄청크고 깨끗했어요
5,객실내에 욕조가있어 좋았어요
5,나쁘지 않아요!!!!
4.5,괜찮더라고요 하하하
5,깨끗하고좋음.....
4.5,깨끗해요! 다만..스킨로션 키트가 있었으면..
5,여러면에서좋아요^^
5,직원들친절해요 조명이어둡긴해여
5,시설이 깨끗하고 좋아서 잘 잤습니다.
4.5,출장시마다 이용하고 있어요 아주 만족합니다
5,깨끗하네요. 근데 조명이 좀더 밝았으면
5,가성비 최고였어요!
5,깨끗하고 좋아요 따뜻했습니다
5,모두 깨끗하고 좋았어요!
5,전체적으로 깨끗해서 너무 좋았습니다 추천해드려요
5,깔끔해서 참 좋았네요
5,방이 깨끗하고 좋았어요.
5,아주 깨끗하고 비데도 있어 매우 좋습니다.
5,정말 깨끗하고 좋은 숙소!!
4.8,가격대비 괜찮은것 같네요
5,깔끔하고 좋았어요 ㅎㅎ
5,깨끗하고 좋아요~~~~~~~
5,베리굿 너무 편하고 좋았어요
4.8,침구도 깨끗하니 좋았어요!
4.8,침대 겁나 편해요 너무 잘 자서 지각할뻔했어요
5,깨끗하고 인테리어가 맘에 들었습니다~
4.5,시설 좋도 괜찮았슺니다
5,좋아요완전 친절하구요
4.5,깔끔하고 비즈니스호텔 같아요 좋아요
4.5,깨끗하고 좋았습니다아
4.5,좋습니다~~ 추천꾹!
5,미팅 때문에 2박 3일 있었는데 좋은거 같아요
5,침구깨끗 따뜻친절 만족합니다
5,너무 깨끗하고좋알습니다
5,따뜻하게 편안히 잘 쉬다갑니다
5,저ㄴ체적으로좋앗어여
4.5,침구도 깨끗하고 다 좋았어요 ㅎ
5,조명이 좀 어둡긴하지만 나머지는 모두 만족했습니다
5,깨끈하니 좋아요 방도 따스히해용
5,매우 만족합니다!
4.5,깔끔한 분위기의 호텔
5,세번째 이용합니다 담에 또이용할겁니다 ㅎ
5,방도 깔끔하고 친절하고 너무 조았어여
4.8,.......조식은 좀...
5,좋아요
4.5,조명이 예쁘고 깨끗해서 좋습니다. 조식도 괜찮았구요
5,친절하시고 좋았습니다
4.8,서울자주가는데. 재방문의사이씁니다
5,따뜻하고깨끗하고 이불도 포근하고~~ 대만족
4.8,깨끗해서 좋앜ㅅ어요
5,좋아요 아주 깨긋해요
5,방이 넓고 위치 좋았어요.
4.5,깨끗하고 좋습키다~!
5,배려해주셔서 감사합니다
5,침대가 깨끗하고 좋아요
5,깨끗하고 괜찮았는데 이불이좀 폭신했으면 좋겠습니다
5,매우 만족했어요~ 조식까지 든든하게 잘 먹었구요~
5,다음에또갈게요 고맙습니다
4.5,방이 깨큿하고 좋았습니다.
4.5,하루 잘 쉬고 갑니다.
5,편안했습니다. 서비스가 좋아요
5,서비스가 너무 좋았습니다
4.8,직원도 친절하고 시설도 좋았어요
5,gooooooooood!
5,좋아용 친절해용 식사도 되요
5,깨끗하고 친절했음
5,온도 조절가능하며 서비스 좋았음
4.5,good!!!!!!
5,좋았습니다. 고맙습니다.
4.8,접근성 좋고 깨끗했습니다.
5,가격대비 멋졌어요~~~
5,만족스러워서 늘 가는곳이예요
5,깔끔하고 직원이 친절했어요. 편의점도 1분거리
5,전기장판은 없지만 생각보다 따뜻합니다
5,깨긋하고 좋았습니다~
4.5,창문에서 바람이 좀심하게들어오는것같아요..좀 추웠네요
5,친절하고 깨끗하고 좋았습니다
5,깨끗하고 힐링의 제격
5,건강잘챙기세요 ㅕㅗ유나ㅏㄴ
5,깨끗하고 좋아요 좋습니다
4.5,방음도 좋고 배팅상태도 괜찮았습니다
5,강남에서 놀때 머물기 너무 좋은 곳이예요
4.5,very good !
4.5,조ㅎ아요 친절하고 간단 조식 짱!!!!
5,깨끗하고 좋아요 만족
5,"너무 친철해요, 감사해요"
4.8,침구도 좋고 방 분위기도 좋네요
5,시설이 정말쾌적하고 좋았어요 근데 많이 건조하더라구요
5,좋았어요!! 완전짱짱!!
5,조아용아주아주조아용
5,따뜻해서 좋았어ㅛ
5,다 좋았어요 진심
4.5,좋습니다~~~~!!!
5,정말 깨끗하고 써비스도 좋았습니다
5,깨끗하고 좋음
5,너무도 친절해서 좋았어요!!
5,침구가 마음에 들었습니다 ......
5,깨끗하고 가성비 좋아요! 완전 짱짱!
4.5,방도 너무 따듯하고 좋았어요
4.8,개끗해사 좋게 이용함
4.5,깨끗하지만 위치가 ...
5,데스크 직원분이 친절하시고 방도 깨끗하였습니다
5,즐거웟어요즐거웟어요
5,깨끗하고 조용해서 좋았어요
4.5,전체적으로 만족했어요
5,항상만족합니다.건조하긴해요
5,역삼으로 출장 나가면 꼭 여기 애용해야겠어요^^*
5,굿~~~~~~~~~
5,조용하고이불도좋고만족합니다~
4.8,깨끗하고 잠자리가 좋았어요
5,위치도 좋고 시설도 굿
5,굳ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
5,친절하고 좋네요 ㅎㅎㅎ
5,깨끗하고 조용해서 좋아요
5,좋아요 깔끔하고 ~~
5,굳이에요 정말입니다
4.5,따뜻하고 좋았어요
5,침구도 깨끗하고 직원들도 진짜 호텔같이 친절했어요
5,굳!!!!!!!!!!
5,깨끗하고 넓고 좋음
5,친절 깨끗 좋았어요
5,침구및 분위기가 호텔 같았어요
5,좋아요 ㄱㅅㅂㄷㅅㅈㅅㄴㅅ
5,"시설, 침구, 위치등 모두 완벽함"
5,깔끔하게 잘쉬다가 왔습니다
5,조아요!! 넓고!!!
5,항상 좋은시간 보냅니다.
4.8,친절해요 생큐합니다
5,친절하고 깨끗해서 만족합니다!
5,깨끗하고 좋음....
5,좋습니다.
5,이용할 때마다 만족스럽습니다.
5,깔끔하고좋아여
5,정말좋았습니다 감사합니다
4.8,깨끗해여! 시설도 좋고
4.5,위생적이고 직원들도 친절했어요
4.8,방도 넓고 깨끗하고 좋았어요
5,침구가청결했어요..
5,신물했는디ㅣ니무즣아하디라구
5,친절하시고 룸 컨디션 좋고 자주 이용중에 있습니다.
5,리모컨이 고장난거빼고 만족!
4.8,바닥이고급스러움
5,깨끗하고 전체 적으로 좋았어요
4.8,매우 깨끗 합니다 !!!
5,즐거운 시간이였습니다.
5,"방 크기, 시설 다 만족스럽습니다."
5,따뜻하고 깨끗하고 주차좋음
4.5,하루숙박하는데 나쁘지않았어요
5,전체적으로 다 맘에 들었습니다. 담에 또 가고싶네요.
4.8,직원분들이 친절하시고 좋았습니다
5,시설깨끗하고 친절합니다
5,전체적으로 편안하고 좋았습니다.
5,서비스가 좋고 침구가 푹신해서좋았어요
4.5,침구가 푹신하고 좋았어요. 전체적으로깨끗합니다
5,넓고 생각보다 좋았어요
4.8,친절깨끗 정말좋아요
4.5,간판이너무작아서 찾기어려워요
5,좋았어용 침구 컨디션이좋아요ㅋㅋ
4.5,가격대비 위치나 시설 모두 좋았어요
5,좋았어요 따뜻하고 세련됫어요
4.5,침대가 푹신해서 좋았어요!
5,좋아용 만족만족 짱
5,위치좋고만족입니다.
5,깔끔..ㅎ 아침조식은 조금 부실
5,좋았어요~~~~~~~
4.8,시설이 깨끗하고 좋았어요!!
4.5,침구도 너무 깨끗하고 진짜 넓어서 좋았어요
5,침구가 깨끗해서 좋았는대 천장 인테리어 아쉬움
5,샤워실 물이 않빠져 방바꿈...
5,갈때마다 항상 기분좋게 퇴실합니다.
4.8,조식 메뉴에 신경써 주세요
5,욕실이 매우 좋고 깨끗해요
5,감사합니다 감사합니다
5,위치좋고괜찮았습니다
5,객실이 매우 넓고 깨끗해서 좋았어요
5,네 깨끗하고 좋아용
5,깔끔해서 좋았어요
5,깨끗해서 좋았어요!
5,침구깨끗하고 조식도 제공되어 좋네요
4.8,깨끗하고 넓고 좋음
5,아주 괜찮았습니다.
5,방도 깨끗하고 조식도 좋고 가성비 굿
5,마ㄴ족함니다!!ㅎㅎ
5,매우 좋았어요 헤헤
4.5,조식이 살짝 아쉬웠지만...전반적으로 좋았습니다.
4.8,오랜만에 왔는데 좋았어요
5,조식은 별로었어요.
5,깔끔하고 시설 좋아요~굳!
5,굿굿굿굿굿굿굿굿굿굿
4.5,방에 거울이 없어서 불편했습니다. 그외엔 만족합니다.
5,좋았습니다 주차도 해주시고
5,강남권이라 교통좋고 시설도 좋았어요
4.5,넓어서 아주맘제듭니다
5,침구가 깨끝했어요 매우만족
5,방이 넓어서 답답하지 않고 좋았습니다
5,침대가 편해서 푹 잤어요
4.8,깨끗하고 좋았어요~
5,침구가 너무 깨끗해서 좋아욘
4.8,깨끗하고 좋았어요!
5,깨끗하고 좋았습니다
5,출장때마다이용할정도로 항상친절하고깔끔!!
5,욕조가 너무 커서 좋았습니다
4.8,깔끔하고조명분위기좋아요
5,군더더기없고 께끗하고 좋았어요 직원들도 친절하십니다
5,제가 진상 짓을 많이 했는데도 친절하게 대해줬습니다.
4.5,방도 깨끗하고 직원문들도 친절해서 좋았어요~
5,조식에 계란좀 ㅋ
4.5,깨끗하고 세련된 인테리어
5,깨끗해서 너무 좋았습니다ㅎ
5,침구가 깨끗하고 접근성이 젛아요
4.5,가격에 비해 괜찮아요
5,너무 좋았습니다.
4.8,깨끗하고 좋아요~~
5,너무깔끔하고 시설짱이에요...
5,항상 잘 이용하고 있습니다
5,깨끗하고 분위기가 좋았습니다.
5,깨끗하고 저렴해서 적당히 자고 가기는 무척 좋아요
5,항상 감사합니다 너무너무 좋아요
5,직원들이 너무 친절하고 좋았습니다
5,모두다 완벽합니다.
5,깨끗하게 잘잤어요~
4.5,가격대비 만족합니다
5,항상너무 잘이용하고갑니다.
4.8,직원분들이 친절하셨음
4.5,침대가 크고 푹신푹신해서 좋았습니다
5,침구상태가 너무 좋았어요 시설이 너무좋음
5,깨끗하고 넓고 너무 좋아요~
5,좋아요~ 좋아~ 굿
4.8,조용하니 푹 쉬었네요
5,시원하고깨긋햇어여바닥이 좋앗어요
5,친절하고 좋아요
4.5,욕조도크고 전체적으로 깔끔해서 좋았어요!
5,전체적으로 깔끔해서 좋았어요
5,욕조가 크고 깨끗해서 좋았어요..
5,조ㅎ아여 굿
5,깔끔하고 좋았습니다
5,전체적으로 좋았는데 입욕제가있었음 더 좋았을꺼같아요
4.8,다시 이용의사있습니다
5,우선 구조랑 실내 인테리어가 너무좋음요
5,너무 좋았어요 ㅎㅎㅎ
4.5,좋은 시설에서 잘 지냈습니다.
5,다좋은데 담배냄새가ㅜ
5,가성비 조아요 조식도 깔끔하고
5,잘잣어요 ㅎㅎㅎ 친절하고 깨끗했습니다 ㅎ
1.8,호텔? 모텔.. 체크인 6시 추가요금. 그냥 모텔수준인데 평가할게없어요 2박동안 방 청소도안하는데 뭔호텔?
5,욕실과 침실의 경계가 없어서 좋움ㅎㅎ
5,개좋았어요 진짜 ㅎㅎㅎㅎㅎㅎㅎㅎ
5,좋아염ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
5,깨끗하고 좋았어요^^
4.8,침구 깨끗 욕조 깨끗 조식도 괜찮았어요 직원분도 친절
4.8,가성비 조아요 ..
4.5,편했습니다.침구도만족스럽고
5,항상 청결해서 좋아요
5,전부다 마음에 들었습니다^ㅡ^
5,깨끗한 객실과 친절한 직원분들 때문에 좋았습니다.
5,ㅎㅎㅎ굳입니다 깨끗함
4.5,네 깨끗하고 조용해서 좋았어요
5,좋아요 정말 다시가고싶어요
5,"후기 살아생전 처음 남깁니다, 좋아요"
4.5,친절하고 대체로 만족스러움
4.8,깨끗하고넓었습니다~!
5,가성비 최고 입니다.
5,친절끝판왕. 굉장히 만족하고 갑니다
5,좋은숙소감사합니다~~
4.5,깨끗함 직원들 마인드 아주좋음 조식 훌룡함
5,추천합니다 또가고싶어요
5,좋아용 강추합니다...
4.5,깨끗하고조아요^^
4.8,가성비 최고입니다.
5,"다 좋았는데, 조식에 조금만 데 신경쓰면 좋겠네요"
4.5,잘쉬고 왔습니다..
5,가족간에 여행하기 좋았어요
5,시설이 깔끔하고 너무 좋았습니다!
4.5,깔금하고 좋았어요
5,좋아요오오 ㅎㅎㅎㅎㅎㅎ
5,조ㅎ앟습니다 ㅎㅎㅎ
4.8,깔끔하고좋습니다. 친절하고 조식도좋아용
5,깨끗하고 친절했습니다 여행객 묵기 정말 좋았어요
4.8,직원들이 친절했어요
5,전체적으로 만족했어요
5,좋은위치대체적은로청결하고좋았어요
5,전체적으로괜찬앗습니다.조식을못먹어서아쉽네요...ㅎㅎ
4.5,굿입니다ㅋㅋㅋㅋㅋㅋ
4.8,깨끗하고 친절하네요~
5,서비스가 좋아요. 번창하세요~
4.5,폼클렌징만 빼면 다 만족스러웠어요
4.5,넓고 깨끗해서 좋았어요
5,여자친구가 매우 만족했어요~
4.8,가격대비 시설 및 청결상태 모두 만족합니다.
5,깔끔하고 완전 좋아요~
4.5,책을보거나 휴식취하기도 좋았어요
4.5,방이 깨끗했습니다.
4.5,특급이라해도 믿을겁니다
4.8,접근성이 약간 골목에 있어서 그거외엔 좋았어요
5,나이쓰 했어요 ㅋㅋㅋ
5,전반적으로 깔끔하고 좋았습니다.
5,침구가 깨끗해서 좋았어요
5,주차를 하기가 좀 불편하지만 나머지는 모두 좋습니다.
4.5,"조식메뉴중 계란,과일류 추가했으면 합니다"
4.8,깨끗했습니다!
5,조ㅎ아요 정말 쵝오
5,굳굳베리굳만족합니다
5,깨끗해서 잘썼습니다.
5,만족하고 자주 이용합니다
5,가격대비 최도였어요
4.8,방이 심플하고 위생상태가 깔끔해서좋았어요ㅎㅎ
4.8,시설이 깨끗하고 좋아요
5,조ㅎ아요 깨끗하고 포근해요
5,조ㅎ앗어요 ㅎㅎㅎㅎ
5,아늑하고 좋네요 최고
5,깨끗하고 좋았습니다
4.8,샤워실이 투명해서 좀 당황했지만 좋았어요!
4.5,금역객실인데 담배냄새가 난거빼곤
4.5,객실이 생각보다 넓고 좋았어요
5,너무너무 좋았어요 정말
5,방도 깔끔하고 발렛파킹두 넘 좋네요^^
5,아주 좋아요 방 컨디션 굿~^^
5,완전좋았어요ㅎㅎ!!
5,깔끔하고 넓고 좋습니다
5,깨끗하구 넓구 좋네요~
5,전부 다 맘에들었네요
4.5,티비가 커서 좋앗습니다 방이 엄청 뜨끈뜨끈햇습니다
4.5,추천합니다 친절합니다
4.8,좋았습니다. good !
5,깔끔하고 고급스러운 호텔입니다. 추천!
4.8,조ㅎ아요! 깨끗하고 조용하고
5,구ㅅ입니다 ㅎㅎㅎㅎ
5,좋았습니다 담번에도 추천요
5,조ㅎ아요 ㅎㅎㅎㅎㅎ
4.5,깨끗하고 따뜻했어요~
4.5,욕조가 너무 커서 좋았습니다
4.8,시설 진~짜 최고엿어요 강추입니다 진짜!!!
5,죠아요 그ㅜㅇ긋궁귱
4.8,좋았어요 깨끗했어요
5,가족에게 추천할 정도로 괜찮았습니다
5,굳최고에요 완전 너무 좋아요
5,방에 담배냄새도 안나고 깨끗하고 좋았습니다
4.8,깨끗하고 난방잘되고 좋아요
3,호텔이 아니라 모텔이고 인당추가요금을 2만원씩 받네요 아뭏튼 재방 않할 듯
4,조ㅎ았어욯ㅎㅎㅎㅎㅎ
4,조아요 조아요조아요
4,깨끗해서 편히 잘 잤어요
4,좋았어요 편했어요
4,감사합니다 수고하세요
4,침대가 좋고 목욕탕이 넓어 좋았어요!
4,깨끗하고 좋았어용
4,굉장히 깔끔했어요 굿
4,편안하게 잘 잤습니다.
4.3,그냥 저냥 그랬어요
4,깨끗하고 좋았어요 ^^
4,가격대비 효율좋아용
4,생각보다 깔끔했어요
4.3,깨끗하고 직원들이 친절합니다. 금연건물입니다.
4.3,아주 깔끔하고 친절하시고 매우 만족했습니다!
4,깨끗하고 편했음!!
3.3,화장실에서 하수구 냄새가 좀 올라오는거 빼곤 좋았습니다
4.3,비교적 깔끔하고 괜찮았습니다
4,만족하며 잘 있다가 갑니다
4.3,가격대비 넘 좋아요
4.3,무난하게 이용하기 좋았어요
3.3,급하게 서울왔다가 했는데 1분만에 알아본거 치고는 맘에들었어요
4,전반적으로 좋았습니다
3.3,객실안에 살짝 지하사무실같은 냄새가 났어요! 다른건 괜찮았어요 보통
4.3,비즈니스용으로 깔끔
4.3,"좋았어요, 방도 엄청 넓구!"
4,욕조가있어서 너무 좋았어욤!
4.3,업그레이드받아 저렴하게 이용했습니다
4,깨끗하고 좋았어요.
3.3,가성비 괜찬은편 워치가 좀 찾기힘듬 주변에 상권이없어서 숙박만하기엔 좋음
4,방음이 좀 약했던 것 빼고는 다 좋았어요~
